State,Seat,District,Party,NumCand,Votes,Percentage,Candidate,NumHandle,H,Filing,Election
Virginia,Senate,Governor/Senate Race,Republican primary,3,136544,.45,Corey Stewart,1,coreystewartva,3/29/2018,6/12/2018
Colorado,Governor,Governor/Senate Race,Democrat primary,4,155255,.25,Cary Kennedy,1,carykennedy,3/20/2018,6/26/2018
Colorado,Governor,Governor/Senate Race,Democrat primary,4,279006,.44,Jared Polis,2,polisforco,3/20/2018,6/26/2018
Colorado,Governor,Governor/Senate Race,Democrat primary,4,279006,.44,Jared Polis,1,jaredpolis,3/20/2018,6/26/2018
Colorado,Governor,Governor/Senate Race,Democrat primary,4,279006,.44,Jared Polis,3,repjaredpolis,3/20/2018,6/26/2018
Colorado,Governor,Governor/Senate Race,Republican primary,4,148651,.3,Victor Mitchell,1,_victormitchell,3/20/2018,6/26/2018
Colorado,House,Colorado 1st congressional district,Democrat primary,2,42248,.32,Saira Rao,1,sairasameerarao,3/20/2018,6/26/2018
Colorado,House,Colorado 1st congressional district,Democrat primary,2,90919,.6800000000000001,Diana DeGette,2,repdianadegette,3/20/2018,6/26/2018
Colorado,House,Colorado 1st congressional district,Democrat primary,2,90919,.6800000000000001,Diana DeGette,1,degette5280,3/20/2018,6/26/2018
Colorado,House,Colorado 2nd congressional district,Democrat primary,2,38955,.34,Mark Williams,1,markforcolorado,3/20/2018,6/26/2018
Colorado,House,Colorado 2nd congressional district,Democrat primary,2,75030,.66,Joe Neguse,1,joeneguse,3/20/2018,6/26/2018
Colorado,House,Colorado 3rd congressional district,Democrat primary,3,19015,.28,Karl Hanlon,1,hanlonforco,3/20/2018,6/26/2018
Colorado,House,Colorado 3rd congressional district,Democrat primary,3,43821,.64,Diane Mitsch Bush,1,repdmb,3/20/2018,6/26/2018
Colorado,House,Colorado 4th congressional district,Democrat primary,2,19595,.35,Chase Kohne,1,chasekohne4co,3/20/2018,6/26/2018
Colorado,House,Colorado 4th congressional district,Democrat primary,2,35785,.65,Karen McCormick,1,mccormickforco,3/20/2018,6/26/2018
Colorado,House,Colorado 5th congressional district,Republican primary,5,21385,.2,Darryl Glenn,1,dlgesquire,3/20/2018,6/26/2018
Colorado,House,Colorado 5th congressional district,Republican primary,5,54824,.52,Doug Lamborn,1,repdlamborn,3/20/2018,6/26/2018
Colorado,House,Colorado 6th congressional district,Democrat primary,2,25376,.34,Levi Tillemann,1,vote4levi,3/20/2018,6/26/2018
Colorado,House,Colorado 6th congressional district,Democrat primary,2,49224,.66,Jason Crow,1,jasoncrowco6,3/20/2018,6/26/2018
Maryland,Governor,Governor/Senate Race,Democrat primary,9,161963,.29,Rushern Baker,1,rushernbaker,2/27/2018,6/26/2018
Maryland,Governor,Governor/Senate Race,Democrat primary,9,220045,.4,Ben Jealous,1,benjealous,2/27/2018,6/26/2018
Maryland,House,Maryland 1st congressional district,Democrat primary,6,9927,.28,Allison Galbraith,1,allisonformd,2/27/2018,6/26/2018
Maryland,House,Maryland 1st congressional district,Democrat primary,6,13570,.38,Jesse Colvin,1,colvin4congress,2/27/2018,6/26/2018
Maryland,House,Maryland 1st congressional district,Republican primary,3,5419,.1,Martin Elborn,1,elborn_martin,2/27/2018,6/26/2018
Maryland,House,Maryland 1st congressional district,Republican primary,3,47507,.86,Andy Harris,1,harris4congress,2/27/2018,6/26/2018
Maryland,House,Maryland 2nd congressional district,Democrat primary,2,12740,.22,Jake Pretot,1,jake_pretot,2/27/2018,6/26/2018
Maryland,House,Maryland 2nd congressional district,Democrat primary,2,45730,.78,Dutch Ruppersberger,1,godutchformd,2/27/2018,6/26/2018
Maryland,House,Maryland 2nd congressional district,Republican primary,4,4046,.24,Mark Shell,1,shell4congress,2/27/2018,6/26/2018
Maryland,House,Maryland 2nd congressional district,Republican primary,4,7155,.42,Liz Matory,1,lizforcongress,2/27/2018,6/26/2018
Maryland,House,Maryland 3rd congressional district,Democrat primary,4,6326,.08,Adam DeMarco,1,adamdemarco,2/27/2018,6/26/2018
Maryland,House,Maryland 3rd congressional district,Democrat primary,4,62590,.83,John Sarbanes,1,johnsarbanes,2/27/2018,6/26/2018
Maryland,House,Maryland 5th congressional district,Democrat primary,2,69834,.84,Steny Hoyer,1,stenyhoyer,2/27/2018,6/26/2018
Maryland,House,Maryland 6th congressional district,Democrat primary,8,17311,.31,Aruna Miller,1,arunamiller,2/27/2018,6/26/2018
Maryland,House,Maryland 6th congressional district,Democrat primary,8,22855,.4,David Trone,1,davidjtrone,2/27/2018,6/26/2018
Maryland,House,Maryland 6th congressional district,Republican primary,4,18701,.6800000000000001,Amie Hoeber,1,amieformaryland,2/27/2018,6/26/2018
Maryland,House,Maryland 7th congressional district,Democrat primary,5,76973,.92,Elijah Cummings,1,reelectcummings,2/27/2018,6/26/2018
Maryland,House,Maryland 7th congressional district,Republican primary,4,3393,.31,Richmond Davis,1,davis4maryland,2/27/2018,6/26/2018
Maryland,House,Maryland 8th congressional district,Democrat primary,3,74303,.9,Jamie Raskin,1,repraskin,2/27/2018,6/26/2018
Maryland,House,Maryland 8th congressional district,Republican primary,3,5995,.31,Bridgette Cooper,1,bcoopercongress,2/27/2018,6/26/2018
Maryland,Senate,Governor/Senate Race,Democrat primary,8,32201,.06,Chelsea Manning,1,chelsea4senate,2/27/2018,6/26/2018
Maryland,Senate,Governor/Senate Race,Democrat primary,8,450890,.8,Ben Cardin,1,bencardinformd,2/27/2018,6/26/2018
Maryland,Senate,Governor/Senate Race,Republican primary,11,40869,.24,Chris Chaffee,1,chaffeeussenate,2/27/2018,6/26/2018
Maryland,Senate,Governor/Senate Race,Republican primary,11,49428,.29,Tony Campbell,1,campbell4md,2/27/2018,6/26/2018
New York,House,New York 11th congressional district,Democrat primary,6,3150,.19,Michael DeVito,1,mdevitojr,4/12/2018,6/26/2018
New York,House,New York 11th congressional district,Democrat primary,6,10712,.65,Max Rose,1,maxrose4ny,4/12/2018,6/26/2018
New York,House,New York 11th congressional district,Republican primary,2,12774,.64,Dan Donovan,1,dandonovan_ny,4/12/2018,6/26/2018
New York,House,New York 12th congressional district,Democrat primary,2,16995,.41,Suraj Patel,1,surajpatelnyc,4/12/2018,6/26/2018
New York,House,New York 12th congressional district,Democrat primary,2,24223,.59,Carolyn Maloney,1,repmaloney,4/12/2018,6/26/2018
New York,House,New York 14th congressional district,Democrat primary,2,11761,.43,Joe Crowley,1,repjoecrowley,4/12/2018,6/26/2018
New York,House,New York 14th congressional district,Democrat primary,2,15897,.57,Alexandria Ocasio-Cortez,1,ocasio2018,4/12/2018,6/26/2018
New York,House,New York 16th congressional district,Democrat primary,4,4599,.16,Jonathan Lewis,1,jonathanlewisny,4/12/2018,6/26/2018
New York,House,New York 16th congressional district,Democrat primary,4,20832,.74,Eliot Engel,1,repeliotengel,4/12/2018,6/26/2018
New York,House,New York 19th congressional district,Democrat primary,7,6242,.18,Gareth Rhodes,1,garethtrhodes,4/12/2018,6/26/2018
New York,House,New York 19th congressional district,Democrat primary,7,7690,.22,Antonio Delgado,1,delgadoforny19,4/12/2018,6/26/2018
New York,House,New York 1st congressional district,Democrat primary,5,6159,.3,Kate Browning,1,katebrowningny,4/12/2018,6/26/2018
New York,House,New York 1st congressional district,Democrat primary,5,7226,.35,Perry Gershon,1,perrygershon,4/12/2018,6/26/2018
New York,House,New York 21st congressional district,Democrat primary,6,2200,.12,Dylan Ratigan,1,dylanratigan,4/12/2018,6/26/2018
New York,House,New York 21st congressional district,Democrat primary,6,10347,.5600000000000001,Tedra Cobb,1,tedracobb,4/12/2018,6/26/2018
New York,House,New York 23rd congressional district,Democrat primary,5,6996,.32,Tracy Mitrano,1,mitranoforny23,4/12/2018,6/26/2018
New York,House,New York 23rd congressional district,Democrat primary,5,7022,.32,Max Della Pia,1,dellapiaforny23,4/12/2018,6/26/2018
New York,House,New York 24th congressional district,Democrat primary,2,8291,.37,Juanita Perez Williams,1,voteforjuanita,4/12/2018,6/26/2018
New York,House,New York 24th congressional district,Democrat primary,2,13892,.63,Dana Balter,1,dana_balter,4/12/2018,6/26/2018
New York,House,New York 25th congressional district,Democrat primary,4,6862,.2,Rachel Barnhart,1,rachbarnhart,4/12/2018,6/26/2018
New York,House,New York 25th congressional district,Democrat primary,4,15890,.46,Joseph Morelle,1,votemorelle,4/12/2018,6/26/2018
New York,House,New York 2nd congressional district,Democrat primary,2,4983,.42,DuWayne Gregory,1,gregoryforny2,4/12/2018,6/26/2018
New York,House,New York 2nd congressional district,Democrat primary,2,6938,.58,Liuba Shirley,1,liuba4congress,4/12/2018,6/26/2018
New York,House,New York 5th congressional district,Democrat primary,3,1163,.1,Carl Achille,1,carlachille,4/12/2018,6/26/2018
New York,House,New York 5th congressional district,Democrat primary,3,9803,.82,Gregory Meeks,1,repgregorymeeks,4/12/2018,6/26/2018
New York,House,New York 9th congressional district,Democrat primary,2,13729,.48,Adem Bunkeddeko,1,adembunkeddeko,4/12/2018,6/26/2018
New York,House,New York 9th congressional district,Democrat primary,2,14804,.52,Yvette Clarke,1,voteyvette,4/12/2018,6/26/2018
Oklahoma,Governor,Governor/Senate Race,Democrat primary,2,152534,.39,Connie Johnson,1,conniej4ok,4/13/2018,6/26/2018
Oklahoma,Governor,Governor/Senate Race,Democrat primary,2,242504,.61,Drew Edmondson,1,drewforoklahoma,4/13/2018,6/26/2018
Oklahoma,Governor,Governor/Senate Race,Republican primary,10,110369,.24,Kevin Stitt,1,stittforgov,4/13/2018,6/26/2018
Oklahoma,Governor,Governor/Senate Race,Republican primary,10,132713,.29,Mick Cornett,1,mickcornett,4/13/2018,6/26/2018
Oklahoma,House,Oklahoma 1st congressional district,Democrat primary,5,23045,.32,Amanda Douglas,1,amanda4congress,4/13/2018,6/26/2018
Oklahoma,House,Oklahoma 1st congressional district,Democrat primary,5,24532,.35,Tim Gilpin,1,gilpin4congress,4/13/2018,6/26/2018
Oklahoma,House,Oklahoma 1st congressional district,Republican primary,5,23425,.23,Kevin Hern,1,krhern,4/13/2018,6/26/2018
Oklahoma,House,Oklahoma 1st congressional district,Republican primary,5,28392,.28,Tim Harris,1,votetimharris,4/13/2018,6/26/2018
Oklahoma,House,Oklahoma 2nd congressional district,Democrat primary,4,20796,.24,Clay Padgett,1,claypadgettok2,4/13/2018,6/26/2018
Oklahoma,House,Oklahoma 2nd congressional district,Democrat primary,4,32549,.38,Jason Nichols,1,jn4ush,4/13/2018,6/26/2018
Oklahoma,House,Oklahoma 2nd congressional district,Republican primary,4,15191,.25,Jarrin Jackson,1,jarrinjackson,4/13/2018,6/26/2018
Oklahoma,House,Oklahoma 2nd congressional district,Republican primary,4,32624,.54,Markwayne Mullin,1,repmullin,4/13/2018,6/26/2018
Oklahoma,House,Oklahoma 3rd congressional district,Democrat primary,2,20998,.35,Murray Thibodeaux,1,murray4congress,4/13/2018,6/26/2018
Oklahoma,House,Oklahoma 3rd congressional district,Democrat primary,2,38733,.65,Frankie Robbins,1,robbinsforok,4/13/2018,6/26/2018
Oklahoma,House,Oklahoma 4th congressional district,Democrat primary,4,25736,.34,Mary Brannon,1,electbrannon,4/13/2018,6/26/2018
Oklahoma,House,Oklahoma 4th congressional district,Republican primary,2,30441,.35,James Taylor,1,taylor4oklahoma,4/13/2018,6/26/2018
Oklahoma,House,Oklahoma 4th congressional district,Republican primary,2,55891,.65,Tom Cole,1,coleforcongress,4/13/2018,6/26/2018
Oklahoma,House,Oklahoma 5th congressional district,Democrat primary,6,14242,.18,Tom Guild,1,guild4congress,4/13/2018,6/26/2018
Oklahoma,House,Oklahoma 5th congressional district,Democrat primary,6,34857,.44,Kendra Horn,1,kendrashorn,4/13/2018,6/26/2018
Oklahoma,House,Oklahoma 5th congressional district,Republican primary,3,65982,.84,Steve Russell,1,steverussellok,4/13/2018,6/26/2018
Utah,House,Utah 1st congressional district,Democrat primary,2,5024,.43,Kurt Weiland,1,kurtfweiland,3/15/2018,6/26/2018
Utah,House,Utah 1st congressional district,Democrat primary,2,6559,.57,Lee Castillo,1,lee4uscongress,3/15/2018,6/26/2018
Utah,House,Utah 3rd congressional district,Republican primary,2,22515,.26,Christopher Herrod,1,herrod4congress,3/15/2018,6/26/2018
Utah,House,Utah 3rd congressional district,Republican primary,2,62565,.74,John Curtis,1,curtisut,3/15/2018,6/26/2018
Utah,Senate,Governor/Senate Race,Republican primary,2,91367,.29,Mike Kennedy,1,kennedyforutah,3/15/2018,6/26/2018
Utah,Senate,Governor/Senate Race,Republican primary,2,229627,.71,Mitt Romney,1,mittromney,3/15/2018,6/26/2018
Tennessee,Governor,Governor/Senate Race,Democrat primary,3,72263,.19,Craig Fitzhugh,1,craigfitzhugh,4/5/2018,8/2/2018
Tennessee,Governor,Governor/Senate Race,Democrat primary,3,279324,.75,Karl Dean,1,karlfdean,4/5/2018,8/2/2018
Tennessee,Governor,Governor/Senate Race,Republican primary,6,191940,.24,Randy Boyd,1,randyboyd,4/5/2018,8/2/2018
Tennessee,Governor,Governor/Senate Race,Republican primary,6,289699,.37,Bill Lee,1,billleetn,4/5/2018,8/2/2018
Tennessee,House,Tennessee 1st congressional district,Republican primary,4,16173,.17,Todd McKinley,1,todd4house,4/5/2018,8/2/2018
Tennessee,House,Tennessee 1st congressional district,Republican primary,4,71529,.74,Phil Roe,1,drphilroe,4/5/2018,8/2/2018
Tennessee,House,Tennessee 2nd congressional district,Democrat primary,3,7076,.23,Joshua Williams,1,joshua4congress,4/5/2018,8/2/2018
Tennessee,House,Tennessee 2nd congressional district,Democrat primary,3,22203,.72,Renee Hoyos,1,hoyos4congress,4/5/2018,8/2/2018
Tennessee,House,Tennessee 2nd congressional district,Republican primary,7,35845,.36,Jimmy Matlock,1,jimmymatlocktn,4/5/2018,8/2/2018
Tennessee,House,Tennessee 2nd congressional district,Republican primary,7,47864,.48,Tim Burchett,1,timburchett,4/5/2018,8/2/2018
Tennessee,House,Tennessee 3rd congressional district,Republican primary,4,10212,.12,Jeremy Massengale,1,ktpols,4/5/2018,8/2/2018
Tennessee,House,Tennessee 3rd congressional district,Republican primary,4,67779,.79,Chuck Fleischmann,1,repchuck,4/5/2018,8/2/2018
Tennessee,House,Tennessee 4th congressional district,Democrat primary,3,11305,.35,Christopher Hale,1,chrisjollyhale,4/5/2018,8/2/2018
Tennessee,House,Tennessee 4th congressional district,Democrat primary,3,15468,.47,Mariah Phillips,1,mariahnphillips,4/5/2018,8/2/2018
Tennessee,House,Tennessee 4th congressional district,Republican primary,2,26571,.3,Jack Maddux,1,maddux4congress,4/5/2018,8/2/2018
Tennessee,House,Tennessee 4th congressional district,Republican primary,2,61979,.7,Scott DesJarlais,1,tndesjarlais,4/5/2018,8/2/2018
Tennessee,House,Tennessee 5th congressional district,Republican primary,2,15959,.44,Glen Dean,1,glendean1,4/5/2018,8/2/2018
Tennessee,House,Tennessee 5th congressional district,Republican primary,2,20125,.5600000000000001,Jody Ball,1,jballcampaign,4/5/2018,8/2/2018
Tennessee,House,Tennessee 6th congressional district,Democrat primary,4,6828,.22,Merrilee Wineinger,1,merrileefortn,4/5/2018,8/2/2018
Tennessee,House,Tennessee 6th congressional district,Democrat primary,4,16875,.55,Dawn Barlow,1,barlow4congress,4/5/2018,8/2/2018
Tennessee,House,Tennessee 6th congressional district,Republican primary,5,33088,.31,Bob Corlew,1,bobcorlewtn,4/5/2018,8/2/2018
Tennessee,House,Tennessee 6th congressional district,Republican primary,5,43788,.41,John Rose,1,johnrosefortn,4/5/2018,8/2/2018
Tennessee,House,Tennessee 7th congressional district,Democrat primary,2,12759,.38,Matt Reel,1,reel4tn,4/5/2018,8/2/2018
Tennessee,House,Tennessee 7th congressional district,Democrat primary,2,20846,.62,Justin Kanew,1,kanew,4/5/2018,8/2/2018
Tennessee,House,Tennessee 8th congressional district,Democrat primary,2,16845,.5,John Boatner,1,voteboatner,4/5/2018,8/2/2018
Tennessee,House,Tennessee 8th congressional district,Republican primary,3,40893,.4,George Flinn,1,georgeflinn,4/5/2018,8/2/2018
Tennessee,House,Tennessee 8th congressional district,Republican primary,3,57733,.5600000000000001,David Kustoff,1,davidkustoff,4/5/2018,8/2/2018
Tennessee,House,Tennessee 9th congressional district,Democrat primary,3,4728,.06,Kasandra Smith,1,congresstn18,4/5/2018,8/2/2018
Tennessee,House,Tennessee 9th congressional district,Democrat primary,3,67418,.91,Steve Cohen,1,reelectcohen,4/5/2018,8/2/2018
Tennessee,Senate,Governor/Senate Race,Democrat primary,3,348301,.92,Phil Bredesen,1,philbredesen,4/5/2018,8/2/2018
Tennessee,Senate,Governor/Senate Race,Republican primary,2,112231,.16,Aaron Pettigrew,1,alpettigrew1,4/5/2018,8/2/2018
Tennessee,Senate,Governor/Senate Race,Republican primary,2,610883,.85,Marsha Blackburn,1,votemarsha,4/5/2018,8/2/2018
Kansas,Governor,Governor/Senate Race,Democrat primary,5,30885,.2,Carl Brewer,1,brewerforkansas,6/1/2018,8/7/2018
Kansas,Governor,Governor/Senate Race,Democrat primary,5,79301,.51,Laura Kelly,1,senatorkelly,6/1/2018,8/7/2018
Kansas,Governor,Governor/Senate Race,Republican primary,7,127101,.41,Jeff Colyer,1,drjeffcolyer,6/1/2018,8/7/2018
Kansas,Governor,Governor/Senate Race,Republican primary,7,127211,.41,Kris Kobach,1,kriskobach1787,6/1/2018,8/7/2018
Kansas,House,Kansas 1st congressional district,Republican primary,2,64110,.79,Roger Marshall,1,rogermarshallmd,6/1/2018,8/7/2018
Kansas,House,Kansas 2nd congressional district,Republican primary,7,17567,.24,Caryn Tyson,1,realcaryntyson,6/1/2018,8/7/2018
Kansas,House,Kansas 2nd congressional district,Republican primary,7,19822,.26,Steve Watkins,1,steve4kansas,6/1/2018,8/7/2018
Kansas,House,Kansas 3rd congressional district,Democrat primary,6,20904,.34,Brent Welder,1,brentwelder,6/1/2018,8/7/2018
Kansas,House,Kansas 3rd congressional district,Democrat primary,6,23066,.37,Sharice Davids,1,sharicedavids,6/1/2018,8/7/2018
Kansas,House,Kansas 3rd congressional district,Republican primary,3,14454,.19,Trevor Keegan,1,betterforkansas,6/1/2018,8/7/2018
Kansas,House,Kansas 3rd congressional district,Republican primary,3,52538,.6800000000000001,Kevin Yoder,1,kevinyoder,6/1/2018,8/7/2018
Kansas,House,Kansas 4th congressional district,Democrat primary,2,10554,.35,Laura Lombard,1,lauraforkansas,6/1/2018,8/7/2018
Kansas,House,Kansas 4th congressional district,Democrat primary,2,19844,.65,James Thompson,1,jamesthompsonks,6/1/2018,8/7/2018
Kansas,House,Kansas 4th congressional district,Republican primary,2,56847,.8100000000000001,Rep. Ron Estes,1,ronestesks,6/1/2018,8/7/2018
Michigan,Governor,Governor/Senate Race,Democrat primary,3,340560,.3,Abdul El-Sayed,1,abdulelsayed,4/24/2018,8/7/2018
Michigan,Governor,Governor/Senate Race,Democrat primary,3,586074,.52,Gretchen Whitmer,1,gretchenwhitmer,4/24/2018,8/7/2018
Michigan,Governor,Governor/Senate Race,Republican primary,4,248047,.25,Brian Calley,1,ltgovcalley,4/24/2018,8/7/2018
Michigan,Governor,Governor/Senate Race,Republican primary,4,248047,.25,Brian Calley,2,briancalley,4/24/2018,8/7/2018
Michigan,Governor,Governor/Senate Race,Republican primary,4,499837,.51,Bill Schuette,1,schuetteonduty,4/24/2018,8/7/2018
Michigan,House,Michigan 10th congressional district,Democrat primary,3,17048,.32,Frank Accavitti,1,frankaccavitti,4/24/2018,8/7/2018
Michigan,House,Michigan 10th congressional district,Democrat primary,3,21938,.41,Kimberly Bizon,1,electbizon2018,4/24/2018,8/7/2018
Michigan,House,Michigan 11th congressional district,Democrat primary,5,19594,.22,Tim Greimel,1,timgreimel,4/24/2018,8/7/2018
Michigan,House,Michigan 11th congressional district,Democrat primary,5,24232,.27,Haley Stevens,1,haleylive,4/24/2018,8/7/2018
Michigan,House,Michigan 11th congressional district,Republican primary,5,22140,.26,Rocky Raczkowski,1,rockyraczkowski,4/24/2018,8/7/2018
Michigan,House,Michigan 11th congressional district,Republican primary,5,26843,.31,Lena Epstein,1,lenaepstein,4/24/2018,8/7/2018
Michigan,House,Michigan 13th congressional district,Democrat primary,10,31084,.36,Rashida Tlaib,1,rashidatlaib,4/24/2018,8/7/2018
Michigan,House,Michigan 13th congressional district,Democrat primary,10,32727,.38,Brenda Jones,1,votebrendajones,4/24/2018,8/7/2018
Michigan,House,Michigan 3rd congressional district,Democrat primary,2,19820,.32,Fred Wooden,1,wooden4congress,4/24/2018,8/7/2018
Michigan,House,Michigan 4th congressional district,Democrat primary,2,16262,.29,Zigmond Kozicki,1,runziggyrun,4/24/2018,8/7/2018
Michigan,House,Michigan 4th congressional district,Democrat primary,2,16262,.29,Zigmond Kozicki,2,zigpsych,4/24/2018,8/7/2018
Michigan,House,Michigan 4th congressional district,Democrat primary,2,39092,.71,Jerry Hilliard,1,hilliardforcong,4/24/2018,8/7/2018
Michigan,House,Michigan 6th congressional district,Democrat primary,4,17399,.29,George Franklin,1,franklin4mich,4/24/2018,8/7/2018
Michigan,House,Michigan 6th congressional district,Democrat primary,4,22227,.37,Matt Longjohn,1,mattlongjohn,4/24/2018,8/7/2018
Michigan,House,Michigan 7th congressional district,Democrat primary,2,52310,.85,Gretchen Driskell,1,gdriskell,4/24/2018,8/7/2018
Michigan,House,Michigan 8th congressional district,Democrat primary,2,23995,.29,Chris Smith,1,repchrissmith,4/24/2018,8/7/2018
Michigan,House,Michigan 8th congressional district,Democrat primary,2,57817,.71,Elissa Slotkin,1,elissaslotkin,4/24/2018,8/7/2018
Michigan,House,Michigan 8th congressional district,Republican primary,2,6250,.08,Lokesh Kumar,1,lokeshkumarmi,4/24/2018,8/7/2018
Michigan,House,Michigan 8th congressional district,Republican primary,2,75391,.92,Mike Bishop,1,mikebishopmi,4/24/2018,8/7/2018
Michigan,House,Michigan 9th congressional district,Democrat primary,3,39900,.42,Ellen Lipton,1,replipton,4/24/2018,8/7/2018
Michigan,House,Michigan 9th congressional district,Democrat primary,3,49469,.52,Andy Levin,1,andy_levin,4/24/2018,8/7/2018
Michigan,Senate,Governor/Senate Race,Republican primary,2,428105,.45,Sandy Pensler,1,sandypensler,4/24/2018,8/7/2018
Michigan,Senate,Governor/Senate Race,Republican primary,2,516345,.55,John James,1,johnjamesmi,4/24/2018,8/7/2018
Missouri,House,Missouri 1st congressional district,Democrat primary,4,53056,.37,Cori Bush,1,coribush,3/27/2018,8/7/2018
Missouri,House,Missouri 1st congressional district,Democrat primary,4,81426,.57,Lacy Clay,1,lacyclaymo1,3/27/2018,8/7/2018
Missouri,House,Missouri 1st congressional district,Republican primary,3,4864,.33,Edward Van Deventer,1,edforthepeople,3/27/2018,8/7/2018
Missouri,House,Missouri 1st congressional district,Republican primary,3,5095,.35,Robert Vroman,1,vroman_robert,3/27/2018,8/7/2018
Missouri,House,Missouri 2nd congressional district,Democrat primary,5,27389,.25,Mark Osmack,1,mark_osmack,3/27/2018,8/7/2018
Missouri,House,Missouri 2nd congressional district,Democrat primary,5,45248,.42,Cort VanOstran,1,cortvo,3/27/2018,8/7/2018
Missouri,House,Missouri 2nd congressional district,Republican primary,2,8115,.1,Noga Sachs,1,nogasachs,3/27/2018,8/7/2018
Missouri,House,Missouri 2nd congressional district,Republican primary,2,72173,.9,Ann Wagner,1,repannwagner,3/27/2018,8/7/2018
Missouri,House,Missouri 3rd congressional district,Republican primary,2,24000,.2,Chadwick Bicknell,1,chadwickbick,3/27/2018,8/7/2018
Missouri,House,Missouri 3rd congressional district,Republican primary,2,95385,.8,Blaine Luetkemeyer,1,luetkemeyerb,3/27/2018,8/7/2018
Missouri,House,Missouri 4th congressional district,Democrat primary,2,22398,.48,Hallie Thompson,1,hj_thompson,3/27/2018,8/7/2018
Missouri,House,Missouri 4th congressional district,Democrat primary,2,24139,.52,Renee Hoagenson,1,reneehoagenson,3/27/2018,8/7/2018
Missouri,House,Missouri 4th congressional district,Republican primary,2,26787,.26,John Webb,1,johnwebbforcong,3/27/2018,8/7/2018
Missouri,House,Missouri 4th congressional district,Republican primary,2,74226,.74,Vicky Hartzler,1,rephartzler,3/27/2018,8/7/2018
Missouri,House,Missouri 5th congressional district,Republican primary,3,8423,.18,Kress Cambers,1,kressfcambers,3/27/2018,8/7/2018
Missouri,House,Missouri 5th congressional district,Republican primary,3,35883,.75,Jacob Turk,1,jacobturk,3/27/2018,8/7/2018
Missouri,House,Missouri 6th congressional district,Democrat primary,3,16087,.31,Winston Apple,1,appleformo,3/27/2018,8/7/2018
Missouri,House,Missouri 6th congressional district,Democrat primary,3,21677,.41,Henry Martin,1,hmforcongress,3/27/2018,8/7/2018
Missouri,House,Missouri 7th congressional district,Democrat primary,4,12499,.41,Jamie Schoolcraft,1,schoolcraft4mo,3/27/2018,8/7/2018
Missouri,House,Missouri 7th congressional district,Republican primary,4,68438,.65,Billy Long,1,auctnr1,3/27/2018,8/7/2018
Missouri,Senate,Governor/Senate Race,Democrat primary,7,500162,.83,Claire McCaskill,1,mccaskill4mo,3/27/2018,8/7/2018
Missouri,Senate,Governor/Senate Race,Republican primary,11,64718,.1,Tony Monetti,1,monetti4senate,3/27/2018,8/7/2018
Missouri,Senate,Governor/Senate Race,Republican primary,11,389006,.59,Josh Hawley,1,agjoshhawley,3/27/2018,8/7/2018
Washington,House,Washington 10th congressional district,None primary,4,41628,.32,Joseph Brumbles,1,josephbrumbles,5/18/2018,8/7/2018
Washington,House,Washington 10th congressional district,None primary,4,76924,.59,Denny Heck,1,dennyheck,5/18/2018,8/7/2018
Washington,House,Washington 1st congressional district,None primary,5,38406,.26,Jeffrey Beeler,1,beeler4congress,5/18/2018,8/7/2018
Washington,House,Washington 1st congressional district,None primary,5,88496,.59,Suzan DelBene,1,suzandelbene,5/18/2018,8/7/2018
Washington,House,Washington 2nd congressional district,None primary,6,10043,.08,Collin Carlson,1,collinrcongress,5/18/2018,8/7/2018
Washington,House,Washington 2nd congressional district,None primary,6,86276,.66,Rick Larsen,1,larsenrick,5/18/2018,8/7/2018
Washington,House,Washington 3rd congressional district,None primary,7,53220,.35,Carolyn Long,1,electlong,5/18/2018,8/7/2018
Washington,House,Washington 3rd congressional district,None primary,7,63450,.42,Jaime Herrera Beutler,1,jaimeforusrep,5/18/2018,8/7/2018
Washington,House,Washington 4th congressional district,None primary,2,0,0,Christine Brown,1,christineforwa,5/18/2018,8/7/2018
Washington,House,Washington 4th congressional district,None primary,2,0,0,Dan Newhouse,1,repnewhouse,5/18/2018,8/7/2018
Washington,House,Washington 5th congressional district,None primary,5,67040,.47,Lisa Brown,1,lisa4congress,5/18/2018,8/7/2018
Washington,House,Washington 5th congressional district,None primary,5,68475,.48,Cathy McMorris Rodgers,1,cathymcmorris,5/18/2018,8/7/2018
Washington,House,Washington 6th congressional district,None primary,3,94031,.64,Derek Kilmer,1,derekkilmer,5/18/2018,8/7/2018
Washington,House,Washington 7th congressional district,None primary,2,0,0,Pramila Jayapal,1,pramilajayapal,5/18/2018,8/7/2018
Washington,House,Washington 8th congressional district,None primary,12,25341,.19,Kim Schrier,1,drkimschrier,5/18/2018,8/7/2018
Washington,House,Washington 8th congressional district,None primary,12,58097,.43,Dino Rossi,1,dinorossiwa,5/18/2018,8/7/2018
Washington,House,Washington 9th congressional district,None primary,3,30856,.26,Sarah Smith,1,sarahsmith2018,5/18/2018,8/7/2018
Washington,House,Washington 9th congressional district,None primary,3,59705,.49,Adam Smith,1,electadamsmith,5/18/2018,8/7/2018
Washington,Senate,Governor/Senate Race,None primary,29,338174,.24,Susan Hutchison,1,susan4senate,5/18/2018,8/7/2018
Washington,Senate,Governor/Senate Race,None primary,29,772884,.55,Maria Cantwell,1,mariacantwell,5/18/2018,8/7/2018
