State,Seat,District,Party,NumCand,Votes,Percentage,Candidate,NumHandle,H,Filing,Election
Ohio,Senate,Governor/Senate Race,Republican primary,5,360475,.47,Jim Renacci,1,repjimrenacci,2/7/2018,5/8/2018
West Virginia,House,West Virginia 1st congressional district,Democrat primary,3,18542,.38,Ralph Baxter,1,ralphbaxterwv,1/27/2018,5/8/2018
West Virginia,House,West Virginia 1st congressional district,Democrat primary,3,23030,.47,Kendra Fershee,1,teamkendrawv,1/27/2018,5/8/2018
West Virginia,House,West Virginia 2nd congressional district,Democrat primary,2,17371,.38,Aaron Scheinberg,1,aaronscheinberg,1/27/2018,5/8/2018
West Virginia,House,West Virginia 2nd congressional district,Democrat primary,2,28711,.62,Talley Sergent,1,talleysergent,1/27/2018,5/8/2018
West Virginia,House,West Virginia 3rd congressional district,Democrat primary,4,29837,.52,Richard Ojeda,1,ojeda4congress,1/27/2018,5/8/2018
West Virginia,House,West Virginia 3rd congressional district,Republican primary,7,7320,.19,Rupert Phillips,1,rupie4congress,1/27/2018,5/8/2018
West Virginia,House,West Virginia 3rd congressional district,Republican primary,7,8936,.24,Carol Miller,1,carolmillerwv,1/27/2018,5/8/2018
West Virginia,Senate,Governor/Senate Race,Democrat primary,2,48302,.3,Paula Jean Swearengin,1,paulajean2018,1/27/2018,5/8/2018
West Virginia,Senate,Governor/Senate Race,Democrat primary,2,111589,.7,Joe Manchin,1,joemanchinwv,1/27/2018,5/8/2018
West Virginia,Senate,Governor/Senate Race,Republican primary,6,39888,.29,Evan Jenkins,1,repevanjenkins,1/27/2018,5/8/2018
West Virginia,Senate,Governor/Senate Race,Republican primary,6,47571,.35,Patrick Morrisey,1,morriseywv,1/27/2018,5/8/2018
Idaho,Governor,Governor/Senate Race,Democrat primary,3,38458,.58,Paulette Jordan,1,pauletteejordan,3/9/2018,5/15/2018
Idaho,Governor,Governor/Senate Race,Republican primary,7,63397,.33,Raul Labrador,1,raul_labrador,3/9/2018,5/15/2018
Idaho,Governor,Governor/Senate Race,Republican primary,7,72391,.37,Brad Little,1,ltgovbradlittle,3/9/2018,5/15/2018
Idaho,House,Idaho 1st congressional district,Democrat primary,3,4491,.16,James Vandermaas,1,votevandermaas,3/9/2018,5/15/2018
Idaho,House,Idaho 1st congressional district,Democrat primary,3,19070,.69,Cristina McNeil,1,formcneil,3/9/2018,5/15/2018
Idaho,House,Idaho 1st congressional district,Republican primary,7,42793,.43,Russ Fulcher,1,russfulcher,3/9/2018,5/15/2018
Idaho,House,Idaho 2nd congressional district,Democrat primary,2,18675,.6800000000000001,Aaron Swisher,1,swisherforidaho,3/9/2018,5/15/2018
Nebraska,Governor,Governor/Senate Race,Democrat primary,3,25692,.29,Vanessa Ward,1,forwardgovernor,3/1/2018,5/15/2018
Nebraska,Governor,Governor/Senate Race,Democrat primary,3,53787,.6,Bob Krist,1,bobkristne,3/1/2018,5/15/2018
Nebraska,Governor,Governor/Senate Race,Republican primary,2,137144,.8100000000000001,Pete Ricketts,1,rickettsforgov,3/1/2018,5/15/2018
Nebraska,House,Nebraska 1st congressional district,Democrat primary,2,11304,.34,Dennis Crawford,1,dennispcrawford,3/1/2018,5/15/2018
Nebraska,House,Nebraska 1st congressional district,Democrat primary,2,21983,.66,Jessica McClure,1,clure4congress,3/1/2018,5/15/2018
Nebraska,House,Nebraska 2nd congressional district,Democrat primary,2,19113,.49,Brad Ashford,1,bradashford18,3/1/2018,5/15/2018
Nebraska,House,Nebraska 2nd congressional district,Democrat primary,2,20239,.51,Kara Eastman,1,karaforcongress,3/1/2018,5/15/2018
Nebraska,House,Nebraska 3rd congressional district,Republican primary,4,20153,.26,Kirk Penner,1,kirkpenner,3/1/2018,5/15/2018
Nebraska,House,Nebraska 3rd congressional district,Republican primary,4,50647,.66,Adrian Smith,1,repadriansmith,3/1/2018,5/15/2018
Nebraska,Senate,Governor/Senate Race,Democrat primary,4,18153,.2,Chris Janicek,1,janicekchris,3/1/2018,5/15/2018
Nebraska,Senate,Governor/Senate Race,Democrat primary,4,57654,.64,Jane Raybould,1,janeraybould,3/1/2018,5/15/2018
Nebraska,Senate,Governor/Senate Race,Republican primary,5,19483,.12,Todd Watson,1,watsonforsenate,3/1/2018,5/15/2018
Nebraska,Senate,Governor/Senate Race,Republican primary,5,127083,.76,Deb Fischer,1,debfischerne,3/1/2018,5/15/2018
Oregon,Governor,Governor/Senate Race,Democrat primary,3,29975,.09,Ed Jones,1,edjones4oregon,3/6/2018,5/15/2018
Oregon,Governor,Governor/Senate Race,Democrat primary,3,264526,.83,Kate Brown,1,katebrownforor,3/6/2018,5/15/2018
Oregon,Governor,Governor/Senate Race,Republican primary,10,79497,.29,Sam Carpenter,1,carpenterforor,3/6/2018,5/15/2018
Oregon,Governor,Governor/Senate Race,Republican primary,10,125124,.47,Knute Buehler,1,knutebuehler,3/6/2018,5/15/2018
Oregon,House,Oregon 1st congressional district,Democrat primary,3,55909,.92,Suzanne Bonamici,1,repbonamici,3/6/2018,5/15/2018
Oregon,House,Oregon 1st congressional district,Republican primary,3,13956,.41,George Griffith,1,gwgriffithpdx,3/6/2018,5/15/2018
Oregon,House,Oregon 2nd congressional district,Democrat primary,7,11992,.24,Jennifer Neahring,1,drjennineahring,3/6/2018,5/15/2018
Oregon,House,Oregon 2nd congressional district,Democrat primary,7,20996,.42,Jamie McLeod-Skinner,1,jamiefororegon,3/6/2018,5/15/2018
Oregon,House,Oregon 2nd congressional district,Republican primary,3,13561,.17,Paul Romero,1,realpauljromero,3/6/2018,5/15/2018
Oregon,House,Oregon 2nd congressional district,Republican primary,3,63817,.77,Greg Walden,1,votegregwalden,3/6/2018,5/15/2018
Oregon,House,Oregon 3rd congressional district,Democrat primary,4,4187,.06,Ben Lavine,1,ben4oregon,3/6/2018,5/15/2018
Oregon,House,Oregon 3rd congressional district,Democrat primary,4,62992,.91,Earl Blumenauer,1,repblumenauer,3/6/2018,5/15/2018
Oregon,House,Oregon 4th congressional district,Democrat primary,2,76230,.92,Peter DeFazio,1,defazio4oregon,3/6/2018,5/15/2018
Oregon,House,Oregon 4th congressional district,Republican primary,5,28579,.46,Arthur Robinson,1,artforcongress,3/6/2018,5/15/2018
Oregon,House,Oregon 5th congressional district,Democrat primary,2,50272,.87,Kurt Schrader,1,repschrader,3/6/2018,5/15/2018
Oregon,House,Oregon 5th congressional district,Republican primary,3,8893,.21,Joey Nations,1,joey_nations,3/6/2018,5/15/2018
Oregon,House,Oregon 5th congressional district,Republican primary,3,27001,.63,Mark Callahan,1,callahan4oregon,3/6/2018,5/15/2018
Pennsylvania,Governor,Governor/Senate Race,Republican primary,3,323635,.44,Scott Wagner,1,realscottwagner,3/20/2018,5/15/2018
Pennsylvania,House,Pennsylvania 10th congressional district,Democrat primary,4,13376,.35,Shavonnia Corbin-Johnson,1,scj4pa,3/20/2018,5/15/2018
Pennsylvania,House,Pennsylvania 10th congressional district,Democrat primary,4,13924,.36,George Scott,1,gscott4congress,3/20/2018,5/15/2018
Pennsylvania,House,Pennsylvania 11th congressional district,Republican primary,2,24063,.41,Chet Beiler,1,chetbeiler,3/20/2018,5/15/2018
Pennsylvania,House,Pennsylvania 11th congressional district,Republican primary,2,34002,.59,Lloyd Smucker,1,repsmucker,3/20/2018,5/15/2018
Pennsylvania,House,Pennsylvania 12th congressional district,Democrat primary,2,12515,.5,Judy Herschel,1,judyherschel,3/20/2018,5/15/2018
Pennsylvania,House,Pennsylvania 12th congressional district,Democrat primary,2,12738,.5,Marc Friedenberg,1,marcforpa,3/20/2018,5/15/2018
Pennsylvania,House,Pennsylvania 12th congressional district,Republican primary,2,19544,.33,Doug McLinko,1,dougmclinko,3/20/2018,5/15/2018
Pennsylvania,House,Pennsylvania 12th congressional district,Republican primary,2,39788,.67,Tom Marino,1,reptommarino,3/20/2018,5/15/2018
Pennsylvania,House,Pennsylvania 13th congressional district,Republican primary,8,13101,.2,John Eichelberger,1,eichforcongress,3/20/2018,5/15/2018
Pennsylvania,House,Pennsylvania 13th congressional district,Republican primary,8,14615,.22,John Joyce,1,johnjoyceforpa,3/20/2018,5/15/2018
Pennsylvania,House,Pennsylvania 14th congressional district,Democrat primary,4,9944,.24,Adam Sedlock,1,sedlockcampaign,3/20/2018,5/15/2018
Pennsylvania,House,Pennsylvania 14th congressional district,Democrat primary,4,17755,.43,Bibiana Boerio,1,boerio4congress,3/20/2018,5/15/2018
Pennsylvania,House,Pennsylvania 14th congressional district,Republican primary,2,18734,.45,Rick Saccone,1,ricksaccone4pa,3/20/2018,5/15/2018
Pennsylvania,House,Pennsylvania 14th congressional district,Republican primary,2,23245,.55,Guy Reschenthaler,1,reschenthaler,3/20/2018,5/15/2018
Pennsylvania,House,Pennsylvania 15th congressional district,Democrat primary,2,20135,.75,Susan Boser,1,boserforpa,3/20/2018,5/15/2018
Pennsylvania,House,Pennsylvania 16th congressional district,Democrat primary,3,9681,.25,Chris Rieger,1,riegerforpa,3/20/2018,5/15/2018
Pennsylvania,House,Pennsylvania 16th congressional district,Democrat primary,3,23362,.6,Ron DiNicola,1,ron_dinicola,3/20/2018,5/15/2018
Pennsylvania,House,Pennsylvania 18th congressional district,Democrat primary,2,16488,.24,Janis Brooks,1,drjaniscbrooks,3/20/2018,5/15/2018
Pennsylvania,House,Pennsylvania 18th congressional district,Democrat primary,2,51879,.76,Mike Doyle,1,usrepmikedoyle,3/20/2018,5/15/2018
Pennsylvania,House,Pennsylvania 1st congressional district,Democrat primary,3,17288,.35,Rachel Reddick,1,rachelreddick,3/20/2018,5/15/2018
Pennsylvania,House,Pennsylvania 1st congressional district,Democrat primary,3,27652,.57,Scott Wallace,1,scottwallacepa,3/20/2018,5/15/2018
Pennsylvania,House,Pennsylvania 1st congressional district,Republican primary,2,15451,.33,Dean Malik,1,dmforcongress,3/20/2018,5/15/2018
Pennsylvania,House,Pennsylvania 1st congressional district,Republican primary,2,31374,.67,Brian Fitzpatrick,1,brianfitzusa,3/20/2018,5/15/2018
Pennsylvania,House,Pennsylvania 2nd congressional district,Democrat primary,2,12814,.35,Michele Lawrence,1,michele4me,3/20/2018,5/15/2018
Pennsylvania,House,Pennsylvania 2nd congressional district,Democrat primary,2,23261,.64,Brendan Boyle,1,repbrendanboyle,3/20/2018,5/15/2018
Pennsylvania,House,Pennsylvania 3rd congressional district,Democrat primary,2,17153,.19,Kevin Johnson,1,kj_mayorjohnson,3/20/2018,5/15/2018
Pennsylvania,House,Pennsylvania 3rd congressional district,Democrat primary,2,72106,.8100000000000001,Dwight Evans,1,dwightevanspa,3/20/2018,5/15/2018
Pennsylvania,House,Pennsylvania 4th congressional district,Democrat primary,3,42625,.73,Madeleine Dean,1,mad4pa,3/20/2018,5/15/2018
Pennsylvania,House,Pennsylvania 5th congressional district,Democrat primary,10,9060,.15,Ashley Lunkenheimer,1,alunkenheimerpa,3/20/2018,5/15/2018
Pennsylvania,House,Pennsylvania 5th congressional district,Democrat primary,10,16831,.28,Mary Scanlon,1,marygayscanlon,3/20/2018,5/15/2018
Pennsylvania,House,Pennsylvania 7th congressional district,Democrat primary,6,15032,.33,Susan Wild,1,wildforcongress,3/20/2018,5/15/2018
Pennsylvania,House,Pennsylvania 7th congressional district,Republican primary,2,15734,.5,Dean Browning,1,deanbrowningpa,3/20/2018,5/15/2018
Pennsylvania,House,Pennsylvania 7th congressional district,Republican primary,2,16059,.51,Marty Nothstein,1,marty_nothstein,3/20/2018,5/15/2018
Pennsylvania,House,Pennsylvania 8th congressional district,Republican primary,3,10927,.35,Joe Peters,1,joepeterspa,3/20/2018,5/15/2018
Pennsylvania,House,Pennsylvania 8th congressional district,Republican primary,3,15136,.48,John Chrin,1,johnchrin,3/20/2018,5/15/2018
Pennsylvania,House,Pennsylvania 9th congressional district,Democrat primary,3,11020,.41,Denny Wolff,1,dennyforpa,3/20/2018,5/15/2018
Pennsylvania,House,Pennsylvania 9th congressional district,Republican primary,3,12032,.24,George Halcovage,1,georgehalcovage,3/20/2018,5/15/2018
Pennsylvania,House,Pennsylvania 9th congressional district,Republican primary,3,26568,.53,Dan Meuser,1,meuser4congress,3/20/2018,5/15/2018
Pennsylvania,Senate,Governor/Senate Race,Republican primary,2,251446,.37,Jim Christiana,1,repchristiana,3/20/2018,5/15/2018
Pennsylvania,Senate,Governor/Senate Race,Republican primary,2,429888,.63,Lou Barletta,1,reploubarletta,3/20/2018,5/15/2018
Arkansas,Governor,Governor/Senate Race,Democrat primary,2,68340,.63,Jared Henderson,1,jaredforgov,3/1/2018,5/22/2018
Arkansas,Governor,Governor/Senate Race,Republican primary,2,63009,.3,Jan Morgan,1,janmorganmedia,3/1/2018,5/22/2018
Arkansas,Governor,Governor/Senate Race,Republican primary,2,145251,.7,Asa Hutchinson,1,asahutchinson,3/1/2018,5/22/2018
Arkansas,Governor,Governor/Senate Race,Republican primary,2,145251,.7,Asa Hutchinson,2,asaforar,3/1/2018,5/22/2018
Arkansas,House,Arkansas 2nd congressional district,Democrat primary,4,8138,.2,Gwen Combs,1,gwencombs,3/1/2018,5/22/2018
Arkansas,House,Arkansas 2nd congressional district,Democrat primary,4,23199,.58,Clarke Tucker,1,clarketucker,3/1/2018,5/22/2018
Arkansas,House,Arkansas 3rd congressional district,Republican primary,2,9595,.16,Robb Ryerse,1,robb2018,3/1/2018,5/22/2018
Arkansas,House,Arkansas 3rd congressional district,Republican primary,2,49647,.84,Steve Womack,2,womack4congress,3/1/2018,5/22/2018
Arkansas,House,Arkansas 3rd congressional district,Republican primary,2,49647,.84,Steve Womack,1,rep_stevewomack,3/1/2018,5/22/2018
Arkansas,House,Arkansas 4th congressional district,Republican primary,2,10098,.2,Randy Caldwell,1,drrandycaldwell,3/1/2018,5/22/2018
Arkansas,House,Arkansas 4th congressional district,Republican primary,2,10098,.2,Randy Caldwell,2,rc4ar,3/1/2018,5/22/2018
Arkansas,House,Arkansas 4th congressional district,Republican primary,2,40136,.8,Bruce Westerman,2,bruce_westerman,3/1/2018,5/22/2018
Arkansas,House,Arkansas 4th congressional district,Republican primary,2,40136,.8,Bruce Westerman,1,repwesterman,3/1/2018,5/22/2018
Arkansas,House,Arkansas 4th congressional district,Republican primary,2,40136,.8,Bruce Westerman,3,westermanar,3/1/2018,5/22/2018
Georgia,Governor,Governor/Senate Race,Democrat primary,2,130259,.24,Stacey Evans,1,evansforgeorgia,3/9/2018,5/22/2018
Georgia,Governor,Governor/Senate Race,Democrat primary,2,423191,.76,Stacey Abrams,1,staceyabrams,3/9/2018,5/22/2018
Georgia,Governor,Governor/Senate Race,Republican primary,6,155324,.26,Brian Kemp,1,briankempga,3/9/2018,5/22/2018
Georgia,Governor,Governor/Senate Race,Republican primary,6,236371,.39,Casey Cagle,1,caseycagle,3/9/2018,5/22/2018
Georgia,House,Georgia 10th congressional district,Democrat primary,3,8955,.26,Chalis Montgomery,1,chalis4ga,3/9/2018,5/22/2018
Georgia,House,Georgia 10th congressional district,Democrat primary,3,16987,.5,Tabitha Johnson-Green,1,tjg4ga,3/9/2018,5/22/2018
Georgia,House,Georgia 10th congressional district,Republican primary,3,42942,.79,Jody Hice,1,congressmanhice,3/9/2018,5/22/2018
Georgia,House,Georgia 10th congressional district,Republican primary,3,42942,.79,Jody Hice,2,jodyhice,3/9/2018,5/22/2018
Georgia,House,Georgia 12th congressional district,Democrat primary,3,17002,.53,Francys Johnson,1,francysjohnson,3/9/2018,5/22/2018
Georgia,House,Georgia 12th congressional district,Republican primary,2,11924,.24,Eugene Yu,1,eugeneyuga,3/9/2018,5/22/2018
Georgia,House,Georgia 12th congressional district,Republican primary,2,37758,.76,Rick Allen,1,reprickallen,3/9/2018,5/22/2018
Georgia,House,Georgia 1st congressional district,Democrat primary,2,20522,.6800000000000001,Lisa Ring,1,lisaringga01,3/9/2018,5/22/2018
Georgia,House,Georgia 3rd congressional district,Democrat primary,2,9108,.4,Rusty Oliver,1,oliverforga3rd,3/9/2018,5/22/2018
Georgia,House,Georgia 3rd congressional district,Democrat primary,2,13595,.6,Chuck Enderlin,1,vote_chuck,3/9/2018,5/22/2018
Georgia,House,Georgia 3rd congressional district,Republican primary,2,14930,.26,Philip Singleton,1,philipsinglet14,3/9/2018,5/22/2018
Georgia,House,Georgia 3rd congressional district,Republican primary,2,43343,.74,Drew Ferguson,2,drewfergusonga,3/9/2018,5/22/2018
Georgia,House,Georgia 3rd congressional district,Republican primary,2,43343,.74,Drew Ferguson,1,repdrewferguson,3/9/2018,5/22/2018
Georgia,House,Georgia 4th congressional district,Democrat primary,2,13916,.2,Juan Parks,1,juanparks4ga,3/9/2018,5/22/2018
Georgia,House,Georgia 4th congressional district,Democrat primary,2,54925,.8,Hank Johnson,2,rephankjohnson,3/9/2018,5/22/2018
Georgia,House,Georgia 4th congressional district,Democrat primary,2,54925,.8,Hank Johnson,1,reelecthank,3/9/2018,5/22/2018
Georgia,House,Georgia 6th congressional district,Democrat primary,4,15085,.36,Lucy McBath,2,lucymcbath,3/9/2018,5/22/2018
Georgia,House,Georgia 6th congressional district,Democrat primary,4,15085,.36,Lucy McBath,1,lucywins2018,3/9/2018,5/22/2018
Georgia,House,Georgia 7th congressional district,Democrat primary,6,8205,.26,David Kim,1,davidkim2018,3/9/2018,5/22/2018
Georgia,House,Georgia 7th congressional district,Democrat primary,6,8640,.27,Carolyn Bourdeaux,1,carolyn4ga7,3/9/2018,5/22/2018
Georgia,House,Georgia 7th congressional district,Republican primary,2,11864,.28,Shane Hazel,1,shanehazel,3/9/2018,5/22/2018
Georgia,House,Georgia 7th congressional district,Republican primary,2,30395,.72,Rob Woodall,1,reprobwoodall,3/9/2018,5/22/2018
Georgia,House,Georgia 9th congressional district,Democrat primary,2,6224,.47,Dave Cooper,1,dc4congressga,3/9/2018,5/22/2018
Georgia,House,Georgia 9th congressional district,Democrat primary,2,6936,.53,Josh McCall,1,mccallforall,3/9/2018,5/22/2018
Kentucky,House,Kentucky 1st congressional district,Democrat primary,2,17398,.25,Alonzo Pennington,1,pennington4ky,1/30/2018,5/22/2018
Kentucky,House,Kentucky 1st congressional district,Democrat primary,2,51094,.75,Paul Walker,1,votepaulwalker,1/30/2018,5/22/2018
Kentucky,House,Kentucky 2nd congressional district,Democrat primary,4,14516,.3,Hank Linderman,1,hank4ky,1/30/2018,5/22/2018
Kentucky,House,Kentucky 4th congressional district,Democrat primary,3,16369,.37,Patti Piatt,1,piattpatti,1/30/2018,5/22/2018
Kentucky,House,Kentucky 4th congressional district,Democrat primary,3,17859,.41,Seth Hall,1,hallcongress,1/30/2018,5/22/2018
Kentucky,House,Kentucky 5th congressional district,Democrat primary,2,23637,.41,Scott Sykes,1,scottsykesforky,1/30/2018,5/22/2018
Kentucky,House,Kentucky 5th congressional district,Democrat primary,2,33584,.59,Kenneth Stepp,1,ppetsnek,1/30/2018,5/22/2018
Kentucky,House,Kentucky 5th congressional district,Republican primary,2,75405,.84,Hal Rogers,1,rephalrogers,1/30/2018,5/22/2018
Kentucky,House,Kentucky 6th congressional district,Democrat primary,6,40684,.41,Jim Gray,2,jimgraycongress,1/30/2018,5/22/2018
Kentucky,House,Kentucky 6th congressional district,Democrat primary,6,40684,.41,Jim Gray,1,jimgraylexky,1/30/2018,5/22/2018
Kentucky,House,Kentucky 6th congressional district,Democrat primary,6,48859,.49,Amy McGrath,1,amymcgrathky,1/30/2018,5/22/2018
Kentucky,House,Kentucky 6th congressional district,Republican primary,2,7858,.16,Chuck Eddy,1,chuckeddy,1/30/2018,5/22/2018
Kentucky,House,Kentucky 6th congressional district,Republican primary,2,40514,.84,Andy Barr,1,barrforcongress,1/30/2018,5/22/2018
Alabama,Governor,Governor/Senate Race,Democrat primary,6,82043,.29,Sue Bell Cobb,1,suebellcobb,2/9/2018,6/5/2018
Alabama,Governor,Governor/Senate Race,Democrat primary,6,154559,.55,Walt Maddox,1,waltmaddox,2/9/2018,6/5/2018
Alabama,Governor,Governor/Senate Race,Republican primary,5,146887,.25,Tommy Battle,1,tommybattle,2/9/2018,6/5/2018
Alabama,Governor,Governor/Senate Race,Republican primary,5,330743,.5600000000000001,Kay Ivey,2,governorkayivey,2/9/2018,6/5/2018
Alabama,Governor,Governor/Senate Race,Republican primary,5,330743,.5600000000000001,Kay Ivey,1,kayiveyforgov,2/9/2018,6/5/2018
Alabama,House,Alabama 1st congressional district,Democrat primary,2,6562,.19,Lizzetta McConnell,1,lizzettamcconn1,2/9/2018,6/5/2018
Alabama,House,Alabama 1st congressional district,Democrat primary,2,27562,.8100000000000001,Robert Kennedy,1,kennedy4alabama,2/9/2018,6/5/2018
Alabama,House,Alabama 2nd congressional district,Democrat primary,2,13249,.4,Audri Scott Williams,1,audri4alabama,2/9/2018,6/5/2018
Alabama,House,Alabama 2nd congressional district,Democrat primary,2,20244,.6,Tabitha Isner,1,tabithak,2/9/2018,6/5/2018
Alabama,House,Alabama 2nd congressional district,Republican primary,5,26297,.28,Bobby Bright,1,bobbybrightal2,2/9/2018,6/5/2018
Alabama,House,Alabama 2nd congressional district,Republican primary,5,26297,.28,Bobby Bright,2,bobbybrightal,2/9/2018,6/5/2018
Alabama,House,Alabama 2nd congressional district,Republican primary,5,36509,.39,Martha Roby,2,teamroby,2/9/2018,6/5/2018
Alabama,House,Alabama 2nd congressional district,Republican primary,5,36509,.39,Martha Roby,1,repmartharoby,2/9/2018,6/5/2018
Alabama,House,Alabama 3rd congressional district,Democrat primary,2,11134,.34,Adia Winfrey,1,electdrdia,2/9/2018,6/5/2018
Alabama,House,Alabama 3rd congressional district,Democrat primary,2,21382,.66,Mallory Hagan,2,haganforhouse,2/9/2018,6/5/2018
Alabama,House,Alabama 3rd congressional district,Democrat primary,2,21382,.66,Mallory Hagan,1,itsmalloryhagan,2/9/2018,6/5/2018
Alabama,House,Alabama 4th congressional district,Democrat primary,2,7286,.46,Rick Neighbors,1,voterick2018,2/9/2018,6/5/2018
Alabama,House,Alabama 4th congressional district,Democrat primary,2,8598,.54,Lee Auman,1,leeauman2018,2/9/2018,6/5/2018
Alabama,House,Alabama 4th congressional district,Republican primary,2,93840,.82,Robert Aderholt,1,robert_aderholt,2/9/2018,6/5/2018
Alabama,House,Alabama 5th congressional district,Republican primary,2,34686,.39,Clayton Hinchman,2,realhinchman,2/9/2018,6/5/2018
Alabama,House,Alabama 5th congressional district,Republican primary,2,34686,.39,Clayton Hinchman,1,hinchman2018,2/9/2018,6/5/2018
Alabama,House,Alabama 5th congressional district,Republican primary,2,54848,.61,Mo Brooks,1,repmobrooks,2/9/2018,6/5/2018
Alabama,House,Alabama 5th congressional district,Republican primary,2,54848,.61,Mo Brooks,2,mobrooksforsen,2/9/2018,6/5/2018
California,Governor,Governor/Senate Race,None primary,27,1249248,.26,John Cox,1,therealjohnhcox,3/9/2018,6/5/2018
California,Governor,Governor/Senate Race,None primary,27,1613120,.34,Gavin Newsom,1,gavinnewsom,3/9/2018,6/5/2018
California,House,California 10th congressional district,None primary,8,15532,.17,Josh Harder,1,joshua_harder,3/9/2018,6/5/2018
California,House,California 10th congressional district,None primary,8,35100,.38,Jeff Denham,1,repjeffdenham,3/9/2018,6/5/2018
California,House,California 10th congressional district,None primary,8,35100,.38,Jeff Denham,2,jeffdenham,3/9/2018,6/5/2018
California,House,California 11th congressional district,None primary,4,28067,.24,John Fitzgerald,1,jfitz4congress,3/9/2018,6/5/2018
California,House,California 11th congressional district,None primary,4,79405,.6800000000000001,Mark DeSaulnier,1,repdesaulnier,3/9/2018,6/5/2018
California,House,California 11th congressional district,None primary,4,79405,.6800000000000001,Mark DeSaulnier,2,markdesaulnier,3/9/2018,6/5/2018
California,House,California 12th congressional district,None primary,7,16317,.09,Lisa Remmer,1,1776notinvain,3/9/2018,6/5/2018
California,House,California 12th congressional district,None primary,7,118672,.69,Nancy Pelosi,1,nancypelosi,3/9/2018,6/5/2018
California,House,California 12th congressional district,None primary,7,118672,.69,Nancy Pelosi,2,teampelosi,3/9/2018,6/5/2018
California,House,California 14th congressional district,None primary,2,0,0,Cristina Osmena,1,cristinaosmena,3/9/2018,6/5/2018
California,House,California 14th congressional district,None primary,2,0,0,Jackie Speier,2,jackiespeier,3/9/2018,6/5/2018
California,House,California 14th congressional district,None primary,2,0,0,Jackie Speier,1,repspeier,3/9/2018,6/5/2018
California,House,California 15th congressional district,None primary,3,23454,.28,Rudy Peters,1,peterscongress,3/9/2018,6/5/2018
California,House,California 15th congressional district,None primary,3,59145,.69,Eric Swalwell,2,ericswalwell,3/9/2018,6/5/2018
California,House,California 15th congressional district,None primary,3,59145,.69,Eric Swalwell,1,repswalwell,3/9/2018,6/5/2018
California,House,California 16th congressional district,None primary,2,0,0,Elizabeth Heng,1,elizabethheng,3/9/2018,6/5/2018
California,House,California 16th congressional district,None primary,2,0,0,Jim Costa,1,repjimcosta,3/9/2018,6/5/2018
California,House,California 17th congressional district,None primary,5,18418,.24,Ron Cohen,1,roncohenus17,3/9/2018,6/5/2018
California,House,California 17th congressional district,None primary,5,46556,.61,Ro Khanna,2,rokhanna,3/9/2018,6/5/2018
California,House,California 17th congressional district,None primary,5,46556,.61,Ro Khanna,1,reprokhanna,3/9/2018,6/5/2018
California,House,California 18th congressional district,None primary,3,88389,.72,Anna Eshoo,2,eshoo4congress,3/9/2018,6/5/2018
California,House,California 18th congressional district,None primary,3,88389,.72,Anna Eshoo,1,repannaeshoo,3/9/2018,6/5/2018
California,House,California 1st congressional district,None primary,7,19748,.17,Audrey Denney,1,audrey4congress,3/9/2018,6/5/2018
California,House,California 1st congressional district,None primary,7,60411,.52,Doug LaMalfa,2,douglamalfa,3/9/2018,6/5/2018
California,House,California 1st congressional district,None primary,7,60411,.52,Doug LaMalfa,1,replamalfa,3/9/2018,6/5/2018
California,House,California 20th congressional district,None primary,3,57469,.8,Jimmy Panetta,1,repjimmypanetta,3/9/2018,6/5/2018
California,House,California 20th congressional district,None primary,3,57469,.8,Jimmy Panetta,2,jimmypanetta,3/9/2018,6/5/2018
California,House,California 21st congressional district,None primary,2,0,0,David Valadao,1,repdavidvaladao,3/9/2018,6/5/2018
California,House,California 21st congressional district,None primary,2,0,0,TJ Cox,1,tjcoxcongress,3/9/2018,6/5/2018
California,House,California 21st congressional district,None primary,2,0,0,David Valadao,2,dgvaladao,3/9/2018,6/5/2018
California,House,California 21st congressional district,None primary,2,0,0,TJ Cox,2,tjcoxballot,3/9/2018,6/5/2018
California,House,California 22nd congressional district,None primary,6,30141,.32,Andrew Janz,2,drewjanz,3/9/2018,6/5/2018
California,House,California 22nd congressional district,None primary,6,30141,.32,Andrew Janz,1,janzforcongress,3/9/2018,6/5/2018
California,House,California 22nd congressional district,None primary,6,54887,.58,Devin Nunes,2,repdevinnunes,3/9/2018,6/5/2018
California,House,California 22nd congressional district,None primary,6,54887,.58,Devin Nunes,1,devinnunes,3/9/2018,6/5/2018
California,House,California 23rd congressional district,None primary,6,9661,.12,Tatiana Matta,2,tatianamatta_,3/9/2018,6/5/2018
California,House,California 23rd congressional district,None primary,6,9661,.12,Tatiana Matta,1,matta4congress,3/9/2018,6/5/2018
California,House,California 23rd congressional district,None primary,6,57413,.7,Kevin McCarthy,1,gopleader,3/9/2018,6/5/2018
California,House,California 23rd congressional district,None primary,6,57413,.7,Kevin McCarthy,2,kevinomccarthy,3/9/2018,6/5/2018
California,House,California 24th congressional district,None primary,3,46574,.37,Justin Fareed,1,justinfareed,3/9/2018,6/5/2018
California,House,California 24th congressional district,None primary,3,67748,.53,Salud Carbajal,1,repcarbajal,3/9/2018,6/5/2018
California,House,California 24th congressional district,None primary,3,67748,.53,Salud Carbajal,2,carbajalsalud,3/9/2018,6/5/2018
California,House,California 25th congressional district,None primary,5,17632,.2,Katie Hill,1,katiehill4ca,3/9/2018,6/5/2018
